2024-09-08 16:33:20,900 INFO    StreamThr :31128 [internal.py:wandb_internal():86] W&B internal server running at pid: 31128, started at: 2024-09-08 16:33:20.899038
2024-09-08 16:33:20,901 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: status
2024-09-08 16:33:20,903 INFO    WriterThread:31128 [datastore.py:open_for_write():85] open: /Users/quinntate/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240908_163320-lpsqgen9/run-lpsqgen9.wandb
2024-09-08 16:33:20,904 DEBUG   SenderThread:31128 [sender.py:send():380] send: header
2024-09-08 16:33:20,929 DEBUG   SenderThread:31128 [sender.py:send():380] send: run
2024-09-08 16:33:21,226 INFO    SenderThread:31128 [dir_watcher.py:__init__():211] watching files in: /Users/quinntate/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240908_163320-lpsqgen9/files
2024-09-08 16:33:21,226 INFO    SenderThread:31128 [sender.py:_start_run_threads():1124] run started: lpsqgen9 with start time 1725838400.899297
2024-09-08 16:33:21,238 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: check_version
2024-09-08 16:33:21,238 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: check_version
2024-09-08 16:33:21,345 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: run_start
2024-09-08 16:33:21,353 DEBUG   HandlerThread:31128 [system_info.py:__init__():32] System info init
2024-09-08 16:33:21,353 DEBUG   HandlerThread:31128 [system_info.py:__init__():47] System info init done
2024-09-08 16:33:21,353 INFO    HandlerThread:31128 [system_monitor.py:start():194] Starting system monitor
2024-09-08 16:33:21,354 INFO    SystemMonitor:31128 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-08 16:33:21,354 INFO    HandlerThread:31128 [system_monitor.py:probe():214] Collecting system info
2024-09-08 16:33:21,356 INFO    SystemMonitor:31128 [interfaces.py:start():190] Started cpu monitoring
2024-09-08 16:33:21,356 INFO    SystemMonitor:31128 [interfaces.py:start():190] Started disk monitoring
2024-09-08 16:33:21,356 DEBUG   HandlerThread:31128 [system_info.py:probe():196] Probing system
2024-09-08 16:33:21,359 INFO    SystemMonitor:31128 [interfaces.py:start():190] Started gpuapple monitoring
2024-09-08 16:33:21,360 INFO    SystemMonitor:31128 [interfaces.py:start():190] Started memory monitoring
2024-09-08 16:33:21,361 INFO    SystemMonitor:31128 [interfaces.py:start():190] Started network monitoring
2024-09-08 16:33:21,365 DEBUG   HandlerThread:31128 [system_info.py:_probe_git():181] Probing git
2024-09-08 16:33:21,389 DEBUG   HandlerThread:31128 [system_info.py:_probe_git():189] Probing git done
2024-09-08 16:33:21,389 DEBUG   HandlerThread:31128 [system_info.py:probe():244] Probing system done
2024-09-08 16:33:21,390 DEBUG   HandlerThread:31128 [system_monitor.py:probe():223] {'os': 'macOS-14.6.1-arm64-arm-64bit', 'python': '3.10.14', 'heartbeatAt': '2024-09-08T23:33:21.359842', 'startedAt': '2024-09-08T23:33:20.890252', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/Users/quinntate/Project-Build-an-ML-Pipeline-Starter/multirun/2024-09-08/16-33-09/1/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/Users/quinntate/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePathLocal': 'run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/qetate/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '0936351046db1e8e7587aa16f516b26a9374b3da'}, 'email': 'qetate172@gmail.com', 'root': '/Users/quinntate/Project-Build-an-ML-Pipeline-Starter', 'host': 'Quinns-MacBook-Pro.local', 'username': 'quinntate', 'executable': '/opt/anaconda3/envs/mlflow-211c8fb974d6215abb361efdc7b6c4bd9a3e8dfd/bin/python', 'cpu_count': 11, 'cpu_count_logical': 11, 'cpu_freq': {'current': 4056, 'min': 696, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 696, 'max': 4056}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.563377380371094}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 18.0}}
2024-09-08 16:33:21,390 INFO    HandlerThread:31128 [system_monitor.py:probe():224] Finished collecting system info
2024-09-08 16:33:21,390 INFO    HandlerThread:31128 [system_monitor.py:probe():227] Publishing system info
2024-09-08 16:33:21,390 DEBUG   HandlerThread:31128 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-09-08 16:33:21,390 DEBUG   HandlerThread:31128 [system_info.py:_save_pip():68] Saving pip packages done
2024-09-08 16:33:21,390 DEBUG   HandlerThread:31128 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-09-08 16:33:21,788 DEBUG   HandlerThread:31128 [system_info.py:_save_conda():87] Saving conda packages done
2024-09-08 16:33:21,788 INFO    HandlerThread:31128 [system_monitor.py:probe():229] Finished publishing system info
2024-09-08 16:33:21,789 DEBUG   SenderThread:31128 [sender.py:send():380] send: files
2024-09-08 16:33:21,790 INFO    SenderThread:31128 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2024-09-08 16:33:21,792 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: stop_status
2024-09-08 16:33:21,792 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: stop_status
2024-09-08 16:33:21,793 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: internal_messages
2024-09-08 16:33:21,968 DEBUG   SenderThread:31128 [sender.py:send():380] send: telemetry
2024-09-08 16:33:21,969 DEBUG   SenderThread:31128 [sender.py:send():380] send: config
2024-09-08 16:33:21,969 DEBUG   SenderThread:31128 [sender.py:send():380] send: config
2024-09-08 16:33:22,181 INFO    wandb-upload_0:31128 [upload_job.py:push():131] Uploaded file /var/folders/0c/9qxddwwx0jxg3gh6d9k3q2w40000gn/T/tmpgwvzkiufwandb/belk15e2-wandb-metadata.json
2024-09-08 16:33:22,233 INFO    Thread-12 :31128 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/quinntate/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240908_163320-lpsqgen9/files/wandb-metadata.json
2024-09-08 16:33:22,234 INFO    Thread-12 :31128 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/quinntate/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240908_163320-lpsqgen9/files/conda-environment.yaml
2024-09-08 16:33:22,234 INFO    Thread-12 :31128 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/quinntate/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240908_163320-lpsqgen9/files/requirements.txt
2024-09-08 16:33:22,296 DEBUG   SenderThread:31128 [sender.py:send():380] send: use_artifact
2024-09-08 16:33:22,669 DEBUG   SenderThread:31128 [sender.py:send():380] send: exit
2024-09-08 16:33:22,669 INFO    SenderThread:31128 [sender.py:send_exit():585] handling exit code: 1
2024-09-08 16:33:22,669 INFO    SenderThread:31128 [sender.py:send_exit():587] handling runtime: 1
2024-09-08 16:33:22,669 INFO    SenderThread:31128 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-09-08 16:33:22,669 INFO    SenderThread:31128 [sender.py:send_exit():593] send defer
2024-09-08 16:33:22,669 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: defer
2024-09-08 16:33:22,669 INFO    HandlerThread:31128 [handler.py:handle_request_defer():172] handle defer: 0
2024-09-08 16:33:22,669 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: defer
2024-09-08 16:33:22,669 INFO    SenderThread:31128 [sender.py:send_request_defer():609] handle sender defer: 0
2024-09-08 16:33:22,669 INFO    SenderThread:31128 [sender.py:transition_state():613] send defer: 1
2024-09-08 16:33:22,669 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: defer
2024-09-08 16:33:22,669 INFO    HandlerThread:31128 [handler.py:handle_request_defer():172] handle defer: 1
2024-09-08 16:33:22,669 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: defer
2024-09-08 16:33:22,669 INFO    SenderThread:31128 [sender.py:send_request_defer():609] handle sender defer: 1
2024-09-08 16:33:22,669 INFO    SenderThread:31128 [sender.py:transition_state():613] send defer: 2
2024-09-08 16:33:22,669 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: defer
2024-09-08 16:33:22,669 INFO    HandlerThread:31128 [handler.py:handle_request_defer():172] handle defer: 2
2024-09-08 16:33:22,669 INFO    HandlerThread:31128 [system_monitor.py:finish():203] Stopping system monitor
2024-09-08 16:33:22,670 INFO    HandlerThread:31128 [interfaces.py:finish():202] Joined cpu monitor
2024-09-08 16:33:22,670 DEBUG   SystemMonitor:31128 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-09-08 16:33:22,670 DEBUG   SystemMonitor:31128 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-09-08 16:33:22,670 DEBUG   SystemMonitor:31128 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-09-08 16:33:22,670 INFO    HandlerThread:31128 [interfaces.py:finish():202] Joined disk monitor
2024-09-08 16:33:22,670 INFO    HandlerThread:31128 [interfaces.py:finish():202] Joined gpuapple monitor
2024-09-08 16:33:22,670 INFO    HandlerThread:31128 [interfaces.py:finish():202] Joined memory monitor
2024-09-08 16:33:22,670 INFO    HandlerThread:31128 [interfaces.py:finish():202] Joined network monitor
2024-09-08 16:33:22,670 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: defer
2024-09-08 16:33:22,670 INFO    SenderThread:31128 [sender.py:send_request_defer():609] handle sender defer: 2
2024-09-08 16:33:22,670 INFO    SenderThread:31128 [sender.py:transition_state():613] send defer: 3
2024-09-08 16:33:22,670 DEBUG   SenderThread:31128 [sender.py:send():380] send: telemetry
2024-09-08 16:33:22,670 DEBUG   SenderThread:31128 [sender.py:send():380] send: stats
2024-09-08 16:33:22,670 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: defer
2024-09-08 16:33:22,670 INFO    HandlerThread:31128 [handler.py:handle_request_defer():172] handle defer: 3
2024-09-08 16:33:22,670 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: defer
2024-09-08 16:33:22,670 INFO    SenderThread:31128 [sender.py:send_request_defer():609] handle sender defer: 3
2024-09-08 16:33:22,670 INFO    SenderThread:31128 [sender.py:transition_state():613] send defer: 4
2024-09-08 16:33:22,670 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: defer
2024-09-08 16:33:22,670 INFO    HandlerThread:31128 [handler.py:handle_request_defer():172] handle defer: 4
2024-09-08 16:33:22,670 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: defer
2024-09-08 16:33:22,671 INFO    SenderThread:31128 [sender.py:send_request_defer():609] handle sender defer: 4
2024-09-08 16:33:22,671 INFO    SenderThread:31128 [sender.py:transition_state():613] send defer: 5
2024-09-08 16:33:22,671 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: defer
2024-09-08 16:33:22,671 INFO    HandlerThread:31128 [handler.py:handle_request_defer():172] handle defer: 5
2024-09-08 16:33:22,671 DEBUG   SenderThread:31128 [sender.py:send():380] send: summary
2024-09-08 16:33:22,671 INFO    SenderThread:31128 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-09-08 16:33:22,671 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: defer
2024-09-08 16:33:22,671 INFO    SenderThread:31128 [sender.py:send_request_defer():609] handle sender defer: 5
2024-09-08 16:33:22,671 INFO    SenderThread:31128 [sender.py:transition_state():613] send defer: 6
2024-09-08 16:33:22,671 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: defer
2024-09-08 16:33:22,671 INFO    HandlerThread:31128 [handler.py:handle_request_defer():172] handle defer: 6
2024-09-08 16:33:22,671 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: defer
2024-09-08 16:33:22,671 INFO    SenderThread:31128 [sender.py:send_request_defer():609] handle sender defer: 6
2024-09-08 16:33:22,673 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: status_report
2024-09-08 16:33:22,769 INFO    SenderThread:31128 [sender.py:transition_state():613] send defer: 7
2024-09-08 16:33:22,769 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: defer
2024-09-08 16:33:22,769 INFO    HandlerThread:31128 [handler.py:handle_request_defer():172] handle defer: 7
2024-09-08 16:33:22,769 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: defer
2024-09-08 16:33:22,769 INFO    SenderThread:31128 [sender.py:send_request_defer():609] handle sender defer: 7
2024-09-08 16:33:23,238 INFO    Thread-12 :31128 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/quinntate/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240908_163320-lpsqgen9/files/config.yaml
2024-09-08 16:33:23,239 INFO    Thread-12 :31128 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/quinntate/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240908_163320-lpsqgen9/files/wandb-summary.json
2024-09-08 16:33:23,239 INFO    Thread-12 :31128 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/quinntate/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240908_163320-lpsqgen9/files/output.log
2024-09-08 16:33:23,675 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: poll_exit
2024-09-08 16:33:24,622 INFO    SenderThread:31128 [sender.py:transition_state():613] send defer: 8
2024-09-08 16:33:24,623 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: poll_exit
2024-09-08 16:33:24,623 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: defer
2024-09-08 16:33:24,624 INFO    HandlerThread:31128 [handler.py:handle_request_defer():172] handle defer: 8
2024-09-08 16:33:24,625 DEBUG   SenderThread:31128 [sender.py:send_request():407] send_request: defer
2024-09-08 16:33:24,625 INFO    SenderThread:31128 [sender.py:send_request_defer():609] handle sender defer: 8
2024-09-08 16:33:24,625 INFO    SenderThread:31128 [job_builder.py:build():298] Attempting to build job artifact
2024-09-08 16:33:24,626 INFO    SenderThread:31128 [job_builder.py:_get_source_type():428] is repo sourced job
2024-09-08 16:33:24,652 INFO    SenderThread:31128 [job_builder.py:build():404] adding wandb-job metadata file
2024-09-08 16:33:24,654 INFO    SenderThread:31128 [sender.py:transition_state():613] send defer: 9
2024-09-08 16:33:24,654 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: defer
2024-09-08 16:33:24,654 DEBUG   SenderThread:31128 [sender.py:send():380] send: artifact
2024-09-08 16:33:24,654 INFO    HandlerThread:31128 [handler.py:handle_request_defer():172] handle defer: 9
2024-09-08 16:33:24,675 DEBUG   HandlerThread:31128 [handler.py:handle_request():146] handle_request: poll_exit
